-1,-7,0,-8,2,-9,13,-5,15,-4,15,-4,13,-5,13,-5,13,-5,13,-5,12,-5,12,-5,12,-5,12,-5,12,-5,11,-5,12,-5,11,-5,12,-5,11,-5,12,-5,11,-5,11,-5,11,-5,11,-5,11,-5,10,-5,10,-5,10,-5,9,-5,13,-7,11,-6,11,-6,17,-7,30,-8,30,-6,30,-4,30,-3,22,-3,17,-4,13,-5,11,-6,9,-8,8,-9,7,-11,7,-12,7,-12,10,-10,9,-10,10,-8,12,-6,11,-6,12,-6,11,-6,11,-6,11,-6,11,-6,12,-6,11,-6,11,-5,11,-5,11,-5,11,-5,11,-6,11,-6,10,-5,8,-4,6,-4,5,-4,7,-5,-1,-5,-1,-6,20.136,-5.3708,19.123,837.69,41.021,6.6292,57.338,843.57,1
1,-7,1,-7,8,-5,2,-7,1,-7,2,-7,3,-7,2,-7,2,-7,2,-7,3,-7,3,-7,2,-7,3,-7,3,-7,3,-7,3,-7,3,-7,3,-7,3,-7,3,-7,3,-7,3,-7,4,-7,3,-7,3,-7,4,-7,4,-7,4,-7,20,-16,3,-6,9,-8,8,-8,11,-8,1,-6,1,-6,1,-7,1,-6,5,-6,4,-6,4,-6,5,-5,7,-4,7,-3,6,-3,6,-3,5,-3,4,-3,4,-4,4,-4,4,-4,4,-4,3,-4,3,-4,3,-5,3,-5,3,-5,2,-5,2,-5,2,-6,3,-6,2,-6,2,-6,2,-5,1,-6,2,-6,1,-6,0,-6,1,-6,-1,-6,-1,-6,2,-6,31.911,-5.9332,28.223,720.77,87.301,9.0668,74.525,909.29,1
1,-5,0,-5,-6,-7,-4,-7,-2,-7,-2,-7,-2,-7,-1,-7,0,-7,0,-7,0,-7,0,-7,1,-7,1,-7,1,-7,2,-7,1,-7,2,-7,2,-7,3,-7,2,-7,3,-7,3,-7,3,-7,4,-7,4,-7,5,-8,6,-8,6,-8,-8,1,4,-5,-1,-4,5,-6,0,-4,0,-5,0,-5,0,-5,0,-5,4,-4,10,-2,14,1,9,-1,9,1,7,0,1,-6,1,-6,2,-6,2,-6,2,-6,2,-6,1,-6,2,-6,2,-6,2,-6,2,-5,2,-5,2,-5,2,-5,2,-5,3,-5,2,-5,3,-5,2,-5,1,-5,1,-3,2,-5,4,-6,6,-6,6,-6,4,-5,8,-6,1,-5,57.719,-8.1528,69.742,619,69.976,7.8472,73.719,968.1,1
-1,-5,-1,-5,-3,-5,-9,-7,-3,-4,-3,-4,-3,-4,-4,-4,-4,-4,-4,-4,-5,-4,-5,-4,-5,-4,-5,-4,-6,-4,-6,-4,-6,-4,-6,-4,-7,-4,-7,-4,-6,-4,-7,-4,-7,-4,-7,-4,-8,-4,-8,-4,-9,-3,-10,-3,-10,-3,-9,-4,-6,-7,-6,-6,-10,-4,-10,-5,-5,-6,-4,-6,-4,-5,-10,-7,-17,-9,-17,-9,-8,-7,7,2,6,2,3,0,-1,-3,-9,-9,-9,-9,-8,-9,-8,-9,-7,-9,-7,-9,-7,-9,-7,-9,-6,-9,-6,-8,-6,-8,-6,-7,-6,-6,-6,-6,-7,-6,-6,-6,-6,-7,-5,-7,-3,-7,-2,-9,-4,-7,-5,-6,-8,-5,-12,-4,-10,-5,-7,-6,0,-6,28.582,-6.2967,30.825,733.75,182.13,4.7033,54.395,620.03,1
-2,-7,-2,-6,-1,-7,0,-6,-3,-7,-4,-7,-4,-7,-3,-7,-4,-7,-4,-7,-3,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-4,-7,-5,-7,-4,-7,-4,-7,-5,-7,-4,-7,-3,-8,-3,-8,-3,-8,-3,-8,-7,-6,-11,-4,-13,-4,-10,-6,-5,-8,-8,-7,-5,-7,-5,-8,9,-5,1,-6,-4,-8,-16,-13,-27,-20,-27,-23,-22,-21,-11,-11,-2,-5,-2,-5,-3,-5,-3,-5,-4,-6,-4,-6,-4,-6,-4,-6,-4,-6,-4,-7,-4,-7,-4,-8,-3,-9,-3,-9,-3,-9,-3,-9,-3,-8,-3,-8,-4,-8,-5,-7,-5,-7,-5,-7,-5,-7,-3,-8,0,-8,-1,-7,-4,-7,27.919,-5.9459,44.544,685.3,45.189,6.0541,39.919,616.16,1
1,-7,2,-8,2,-7,7,-6,3,-8,5,-8,5,-8,5,-8,5,-9,4,-9,6,-8,7,-7,7,-7,5,-12,7,-6,7,-5,8,-5,7,-5,8,-5,7,-5,8,-5,7,-5,6,-5,7,-5,7,-5,5,-4,5,-4,5,-4,4,-4,6,-5,8,-6,20,-11,15,-8,15,-7,13,-7,9,-6,9,-6,1,-7,16,-4,20,-1,19,0,12,-4,11,-4,10,-4,9,-5,8,-5,8,-5,8,-5,8,-5,8,-4,8,-3,8,-2,8,-3,7,-3,8,-5,7,-6,8,-6,7,-6,7,-6,8,-6,7,-6,7,-6,7,-6,7,-6,7,-6,8,-6,7,-6,8,-6,8,-6,6,-6,-1,-6,2,-6,58.472,-4.8045,18.148,772.73,68.919,9.1955,44.653,912.48,1
1,-5,0,-5,1,-5,-1,-6,0,-6,0,-6,1,-6,0,-6,0,-7,0,-8,2,-5,-1,-11,-1,-12,4,-1,2,-7,2,-8,2,-8,2,-8,2,-8,3,-8,2,-8,3,-8,4,-8,4,-8,4,-8,5,-8,5,-8,6,-8,7,-8,11,-10,18,-13,5,-6,6,-6,1,-5,1,-5,-1,-5,-1,-5,-1,-6,-1,-6,0,-6,4,-5,13,1,8,-1,7,-1,7,-1,6,-1,5,-1,4,-1,4,-1,4,-1,4,-2,3,-3,2,-2,2,-2,1,-1,1,0,0,0,0,0,0,0,-1,0,-1,0,-2,-1,-2,-1,-2,-2,-1,-2,-1,-3,1,-4,3,-5,2,-5,-5,-4,1,-5,1,-5,96.536,-7.6677,50.57,607.32,171.97,12.332,117.54,983.66,1
-1,-5,-1,-5,-3,-6,-3,-6,-1,-5,-2,-5,-2,-5,-1,-5,-1,-3,1,-2,-3,-6,0,-1,0,0,-4,-6,-3,-7,-3,-9,-3,-10,-2,-10,-3,-7,-3,-6,-2,-6,-2,-6,-2,-6,-3,-6,-3,-6,-2,-6,-2,-6,-2,-6,-2,-6,-6,-4,-11,-1,-7,-4,-7,-5,-7,-5,-4,-5,-2,-6,-2,-5,-2,-5,-2,-5,-1,-5,-9,-8,1,-3,-4,-6,-7,-9,-7,-9,-6,-9,-5,-9,-4,-9,-4,-9,-4,-9,-4,-9,-4,-9,-3,-9,-2,-9,-2,-8,-2,-7,-2,-7,-3,-4,-3,-4,-3,-5,-2,-7,0,-7,0,-8,0,-7,-1,-7,-1,-7,0,-7,0,-7,-1,-6,0,-6,3,-5,0,-6,65.169,-12.229,62.529,645.89,79.529,8.7713,65.014,816.28,1
-2,-7,-2,-6,-2,-5,-5,-6,-3,-4,-1,-3,-3,-3,-4,-3,-4,-3,-6,-3,-6,-3,-7,-3,-7,-3,-7,-3,-8,-2,-8,1,-9,2,-10,2,-9,-1,-10,-2,-11,-2,-12,-2,-12,-2,-12,-2,-13,-2,-14,-2,-15,-2,-16,-2,-17,-2,-19,-2,-21,-2,-24,-2,-21,-4,-15,-6,-8,-7,-8,-7,-8,-8,-17,-9,-23,-11,-27,-14,-20,-12,-30,-20,-18,-14,-12,-10,-11,-9,-10,-8,-9,-7,-10,-9,-10,-9,-10,-9,-10,-9,-9,-9,-9,-9,-10,-9,-9,-9,-9,-10,-8,-10,-7,-13,-7,-14,-6,-13,-7,-11,-8,-10,-7,-9,-7,-10,-6,-10,-6,-9,-7,-9,-7,-8,-3,-9,4,-10,-4,-8,-4,-7,7.8999,-2.666,3.768,706.24,50.347,7.334,35.611,549.01,1
0,-7,1,-7,2,-8,6,-6,2,-9,1,-10,2,-10,3,-10,4,-10,5,-10,5,-11,6,-10,7,-8,8,-8,8,-8,8,-9,8,-9,9,-9,9,-9,9,-9,10,-9,10,-9,10,-9,11,-9,11,-9,11,-9,12,-9,12,-9,13,-9,15,-9,15,-9,18,-9,24,-10,21,-8,11,-6,11,-6,11,-5,20,-4,26,-1,23,0,18,-2,14,-2,12,-3,10,-4,10,-5,8,-6,7,-7,8,-5,9,-5,9,-5,9,-5,8,-5,9,-5,9,-5,8,-5,9,-5,8,-5,8,-5,8,-4,7,-3,7,-3,7,-3,5,-3,5,-2,4,-2,1,-1,2,-2,2,-4,2,-4,1,-4,1,-5,1,-6,55.477,-6.2841,29.895,841.58,71.954,7.7159,89.448,959.79,1
